Main hull	8	7	4.359	0.376	0.324	1
Main hull	8	8	4.002	0.384	0.322	1
Main hull	8	9	3.433	0.392	0.321	1
Main hull	8	10	2.856	0.396	0.321	1
Main hull	8	11	2.293	0.394	0.326	1
Main hull	8	12	1.710	0.376	0.347	1
Main hull	8	13	1.147	0.323	0.390	1
Main hull	9	0	5.724	0.279	0.446	1
Main hull	9	1	5.581	0.299	0.439	1
Main hull	9	2	5.392	0.325	0.429	1
Main hull	9	3	5.075	0.352	0.416	1
Main hull	9	4	4.809	0.368	0.411	1
Main hull	9	5	4.720	0.373	0.409	1
Main hull	9	6	4.631	0.378	0.408	1
Main hull	9	7	4.359	0.392	0.405	1
Main hull	9	8	4.002	0.405	0.409	1
Main hull	9	9	3.433	0.410	0.421	1
Main hull	9	10	2.856	0.415	0.441	1
Main hull	9	11	2.293	0.411	0.465	1
Main hull	9	12	1.710	0.396	0.492	1
Main hull	9	13	1.147	0.366	0.529	1
Transom	0	0	5.719	0.000	0.225	1
Transom	0	1	5.719	0.000	0.225	1
Transom	0	2	5.719	0.000	0.225	1
Transom	0	3	5.719	0.000	0.225	1
Transom	0	4	5.719	0.000	0.225	1
Transom	0	5	5.719	0.000	0.225	1
Transom	0	6	5.719	0.000	0.225	1
Transom	0	7	5.719	0.000	0.225	1
Transom	1	0	5.720	0.000	0.231	1
Transom	1	1	5.720	0.004	0.231	1
Transom	1	2	5.720	0.010	0.231	1
Transom	1	3	5.720	0.021	0.231	1
Transom	1	4	5.720	0.032	0.231	1
Transom	1	5	5.719	0.041	0.231	1
Transom	1	6	5.719	0.047	0.229	1
Transom	1	7	5.717	0.051	0.227	1
Transom	2	0	5.722	0.000	0.237	1
Transom	2	1	5.722	0.007	0.237	1
Transom	2	2	5.722	0.018	0.237	1
Transom	2	3	5.721	0.034	0.237	1
Transom	2	4	5.720	0.058	0.237	1
Transom	2	5	5.717	0.089	0.237	1
Transom	2	6	5.713	0.124	0.237	1
Transom	2	7	5.707	0.142	0.232	1
Transom	3	0	5.725	0.000	0.249	1
Transom	3	1	5.725	0.011	0.249	1
Transom	3	2	5.724	0.029	0.249	1
Transom	3	3	5.723	0.056	0.249	1
Transom	3	4	5.720	0.090	0.249	1
Transom	3	5	5.715	0.128	0.249	1
Transom	3	6	5.707	0.167	0.248	1
Transom	3	7	5.697	0.203	0.240	1
Transom	4	0	5.731	0.000	0.271	1
Transom	4	1	5.731	0.018	0.271	1
Transom	4	2	5.729	0.043	0.271	1
Transom	4	3	5.728	0.073	0.271	1
Transom	4	4	5.723	0.112	0.271	1
Transom	4	5	5.717	0.149	0.271	1
Transom	4	6	5.709	0.183	0.271	1
Transom	4	7	5.693	0.235	0.271	1
Transom	5	0	5.743	0.000	0.317	1
Transom	5	1	5.743	0.030	0.317	1
Transom	5	2	5.741	0.060	0.317	1
Transom	5	3	5.737	0.094	0.318	1
Transom	5	4	5.733	0.127	0.318	1
Transom	5	5	5.725	0.165	0.318	1
Transom	5	6	5.715	0.204	0.318	1
Transom	5	7	5.701	0.249	0.318	1
Transom	6	0	5.754	0.000	0.359	1
Transom	6	1	5.754	0.034	0.359	1
Transom	6	2	5.751	0.069	0.359	1
Transom	6	3	5.747	0.105	0.359	1
Transom	6	4	5.742	0.138	0.359	1
Transom	6	5	5.734	0.178	0.359	1
Transom	6	6	5.723	0.217	0.359	1
Transom	6	7	5.707	0.259	0.359	1
Transom	7	0	5.777	0.000	0.446	1
Transom	7	1	5.777	0.040	0.446	1
Transom	7	2	5.773	0.080	0.446	1
Transom	7	3	5.768	0.120	0.446	1
Transom	7	4	5.760	0.160	0.446	1
Transom	7	5	5.750	0.200	0.446	1
Transom	7	6	5.738	0.240	0.446	1
Transom	7	7	5.724	0.279	0.446	1
